profile,Meta,Isolate,log_odds,p,padj,Name,full
K02474,137,262,-3.088657267951521,1.509341701699488e-181,3.6305395014942535e-181,UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-],UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-] - K02474
PF12911,305,561,-3.0887912018847214,0,0,N-terminal TM domain of oligopeptide transport permease C,N-terminal TM domain of oligopeptide transport permease C - PF12911
PF04480,39,77,-3.089292546026824,8.878614085147046e-55,1.4891711566640136e-54,Protein of unknown function (DUF559),Protein of unknown function (DUF559) - PF04480
PF08541,85,165,-3.089647072112756,3.472845729838291e-115,1.0237843439612119e-114,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal - PF08541
TIGR02089.1,94,182,-3.0896655014048093,7.754777128023424e-127,6.921551074906013e-126,tartrate dehydrogenase,tartrate dehydrogenase - TIGR02089.1
PF04952,111,214,-3.09006546791657,8.951363378716449e-149,3.3538737304448886e-148,Succinylglutamate desuccinylase / Aspartoacylase family,Succinylglutamate desuccinylase / Aspartoacylase family - PF04952
K01659,40,79,-3.0901564929022642,3.613235526513232e-56,4.675732174878105e-56,2-methylcitrate synthase [EC:2.3.3.5],2-methylcitrate synthase [EC:2.3.3.5] - K01659
K26139,40,79,-3.0901564929022642,3.613235526513232e-56,4.675732174878105e-56,nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4],nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4] - K26139
TIGR02374.1,40,79,-3.0901564929022642,3.613235526513232e-56,8.968948540664502e-56,nitrite reductase large subunit NirB,nitrite reductase large subunit NirB - TIGR02374.1
PF00251,56,110,-3.091884306219683,1.6356500338829181e-77,3.518162063620388e-77,Glycosyl hydrolases family 32 N-terminal domain,Glycosyl hydrolases family 32 N-terminal domain - PF00251
K21331,137,263,-3.092580097656095,1.8334107058518924e-182,4.427059216444685e-182,dTDP-alpha-D-glucose dehydrogenase [EC:1.1.1.-],dTDP-alpha-D-glucose dehydrogenase [EC:1.1.1.-] - K21331
TIGR03410.1,57,112,-3.092589969560843,6.635816808343044e-79,2.6386020389572576e-78,urea ABC transporter ATP-binding subunit UrtE,urea ABC transporter ATP-binding subunit UrtE - TIGR03410.1
K25490,71,139,-3.0938594817202523,1.7263735364197776e-97,2.952759108739838e-97,22-hydroxycholesterol 26-hydroxylase [EC:1.14.14.-],22-hydroxycholesterol 26-hydroxylase [EC:1.14.14.-] - K25490
TIGR00801.1,45,89,-3.0940649043599433,4.025437351120974e-63,1.1526764292117738e-62,NCS2 family nucleobase:cation symporter,NCS2 family nucleobase:cation symporter - TIGR00801.1
PF01274,47,93,-3.0954687261028933,6.65402419971651e-66,1.2597635057816993e-65,"Malate synthase, TIM barrel domain","Malate synthase, TIM barrel domain - PF01274"
K16395,105,204,-3.096293464611856,3.281805495446511e-142,6.885329669541737e-142,epothilone synthetase B,epothilone synthetase B - K16395
TIGR03026.1,137,264,-3.0964885961041704,2.223912360343373e-183,3.0094555973033707e-182,nucleotide sugar dehydrogenase,nucleotide sugar dehydrogenase - TIGR03026.1
K12242,130,251,-3.0966605231355935,1.7846236653874616e-174,4.17050644715838e-174,pyochelin biosynthesis protein PchC,pyochelin biosynthesis protein PchC - K12242
K21678,49,97,-3.0967980046556245,1.0990465164653784e-68,1.5473783959681235e-68,presqualene diphosphate synthase [EC:2.5.1.103],presqualene diphosphate synthase [EC:2.5.1.103] - K21678
NF033573.1,115,223,-3.0970820536436285,2.7444764170277934e-155,3.1116428566031337e-154,IS200/IS605 family transposase,IS200/IS605 family transposase - NF033573.1
K16553,64,126,-3.097125272088642,1.191018590681856e-88,1.9309229854757962e-88,succinoglycan exporter,succinoglycan exporter - K16553
K15337,50,99,-3.0974374676616945,4.465237585708832e-70,6.338409815541336e-70,polyketide biosynthesis acyl carrier protein,polyketide biosynthesis acyl carrier protein - K15337
K14372,88,172,-3.097512813644734,2.7542556946987892e-120,5.268644965260327e-120,cytochrome P450 hydroxylase [EC:1.14.-.-],cytochrome P450 hydroxylase [EC:1.14.-.-] - K14372
NF004784.0,109,212,-3.0985058909645726,8.3322537038811e-148,8.962513919943903e-147,dihydroxy-acid dehydratase,dihydroxy-acid dehydratase - NF004784.0
PF04954,67,132,-3.0988879555403113,7.891179686482942e-93,1.9480563668118888e-92,Siderophore-interacting protein,Siderophore-interacting protein - PF04954
K00604,35,70,-3.0997941053501066,3.956850367685992e-50,4.8952338540937375e-50,methionyl-tRNA formyltransferase [EC:2.1.2.9],methionyl-tRNA formyltransferase [EC:2.1.2.9] - K00604
K00066,136,263,-3.0998637305919523,6.822166600525415e-183,1.651300644535103e-182,GDP-mannose 6-dehydrogenase [EC:1.1.1.132],GDP-mannose 6-dehydrogenase [EC:1.1.1.132] - K00066
K25489,69,136,-3.1000132515082455,1.2900731200932345e-95,2.1848786558765366e-95,cholesterol 22-hydroxylase [EC:1.14.14.-],cholesterol 22-hydroxylase [EC:1.14.14.-] - K25489
PF16197,82,161,-3.1002901653012573,7.928009943780074e-113,2.2877971552051068e-112,Ketoacyl-synthetase C-terminal extension,Ketoacyl-synthetase C-terminal extension - PF16197
K16378,130,252,-3.1007484987211646,2.1632438074010793e-175,5.067130489927318e-175,pipecolate-incorporating enzyme,pipecolate-incorporating enzyme - K16378
K11946,172,330,-3.1009281087144633,6.220114146294917e-229,1.8016386144965267e-228,hydratase-aldolase [EC:4.1.2.-],hydratase-aldolase [EC:4.1.2.-] - K11946
K25960,117,228,-3.1026775967278573,5.271367228052711e-159,1.1785271017003562e-158,"N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit alpha","N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit alpha - K25960"
K13789,40,80,-3.102703588320498,4.4156263090518414e-57,5.751224071711734e-57,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]","geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29] - K13789"
PF16350,40,80,-3.102703588320498,4.4156263090518414e-57,7.620728020748461e-57,FAD dependent oxidoreductase central domain,FAD dependent oxidoreductase central domain - PF16350
K22432,99,194,-3.1033498029242974,1.1869233102126203e-135,2.4222135034819895e-135,caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108],caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108] - K22432
PF01022,805,1351,-3.1035264684143358,0,0,"Bacterial regulatory protein, arsR family","Bacterial regulatory protein, arsR family - PF01022"
PF14697,45,90,-3.1052395138987894,4.9142790779579014e-64,9.067410880139957e-64,4Fe-4S dicluster domain,4Fe-4S dicluster domain - PF14697
K01479,80,158,-3.1056328537994196,5.950327400818335e-111,1.096366432056594e-110,formiminoglutamase [EC:3.5.3.8],formiminoglutamase [EC:3.5.3.8] - K01479
K12637,66,131,-3.1060409352868796,2.3771700030326943e-92,3.949856461575227e-92,3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147],3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147] - K12637
K11081,173,334,-3.107681355272398,3.509106942638777e-232,1.0301059536186985e-231,2-aminoethylphosphonate transport system substrate-binding protein,2-aminoethylphosphonate transport system substrate-binding protein - K11081
PF01202,51,102,-3.1079426307325972,2.211446007879488e-72,4.498414252455386e-72,Shikimate kinase,Shikimate kinase - PF01202
K17873,71,141,-3.108295492154259,2.5635621039927483e-99,4.4346525101194065e-99,11-oxo-beta-amyrin 30-oxidase [EC:1.14.14.115],11-oxo-beta-amyrin 30-oxidase [EC:1.14.14.115] - K17873
TIGR01587.1,72,143,-3.1087291866273072,1.0351020282614468e-100,6.293120302256188e-100,CRISPR-associated helicase Cas3',CRISPR-associated helicase Cas3' - TIGR01587.1
PF14765,54,108,-3.1091908856759334,1.4790572815266888e-76,3.1406307723825395e-76,Polyketide synthase dehydratase N-terminal domain,Polyketide synthase dehydratase N-terminal domain - PF14765
K00479,56,112,-3.109992272751082,2.4339810610471938e-79,3.687046930951103e-79,glycine betaine monooxygenase A [EC:1.14.13.251],glycine betaine monooxygenase A [EC:1.14.13.251] - K00479
PF08521,75,149,-3.10999998688267,6.800543458714644e-105,1.8390759551331918e-104,Two-component sensor kinase N-terminal,Two-component sensor kinase N-terminal - PF08521
K10018,157,305,-3.1100379947835135,2.0974044049501165e-212,5.647204978489346e-212,octopine/nopaline transport system substrate-binding protein,octopine/nopaline transport system substrate-binding protein - K10018
K13015,133,260,-3.1102255454471597,1.955045544885607e-181,4.69585999462212e-181,UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136],UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136] - K13015
PF07478,187,361,-3.111143519120875,5.151804810476973e-251,3.2432635703897046e-250,D-ala D-ala ligase C-terminus,D-ala D-ala ligase C-terminus - PF07478
K15639,60,120,-3.111532225952556,6.570391667952819e-85,1.03865282427739e-84,PHYB activation tagged suppressor 1 [EC:1.14.-.-],PHYB activation tagged suppressor 1 [EC:1.14.-.-] - K15639
K16696,65,130,-3.11335932406431,7.143268991012024e-92,1.1829858170300336e-91,exopolysaccharide (amylovoran) exporter,exopolysaccharide (amylovoran) exporter - K16696
K18115,33,67,-3.1134277558830035,2.908609048701086e-48,3.540669449658493e-48,sporulenol synthase [EC:4.2.1.137],sporulenol synthase [EC:4.2.1.137] - K18115
K15810,33,67,-3.1134277558830035,2.908609048701086e-48,3.540669449658493e-48,dammaradiene synthase [EC:5.4.99.37],dammaradiene synthase [EC:5.4.99.37] - K15810
TIGR02047.1,34,69,-3.113666215244057,1.1837052083526677e-49,2.3930811320672005e-49,Cd(II)/Pb(II)-responsive transcriptional regulator,Cd(II)/Pb(II)-responsive transcriptional regulator - TIGR02047.1
TIGR01003.1,35,71,-3.1139047367579193,4.817272002983055e-51,1.0336806164968755e-50,HPr family phosphocarrier protein,HPr family phosphocarrier protein - TIGR01003.1
K15388,36,73,-3.1141433204730498,1.960415344144747e-52,2.464297199667895e-52,cytochrome P450 monooxygenase,cytochrome P450 monooxygenase - K15388
PF04273,36,73,-3.1141433204730498,1.960415344144747e-52,3.2138636869782975e-52,"Beta-lactamase hydrolase-like protein, phosphatase-like domain","Beta-lactamase hydrolase-like protein, phosphatase-like domain - PF04273"
PF00301,36,73,-3.1141433204730498,1.960415344144747e-52,3.2138636869782975e-52,Rubredoxin,Rubredoxin - PF00301
K01753,37,75,-3.114381966446795,7.977651355525223e-54,1.0155586677292913e-53,D-serine dehydratase [EC:4.3.1.18],D-serine dehydratase [EC:4.3.1.18] - K01753
K07413,37,75,-3.114381966446795,7.977651355525223e-54,1.0155586677292913e-53,cytochrome P450 family 2 subfamily C [EC:1.14.14.1],cytochrome P450 family 2 subfamily C [EC:1.14.14.1] - K07413
PF21546,37,75,-3.114381966446795,7.977651355525223e-54,1.329417797624469e-53,"Carbohydrate kinase FGGY, C-terminal domain","Carbohydrate kinase FGGY, C-terminal domain - PF21546"
PF06414,250,477,-3.114536444642531,0,0,Zeta toxin,Zeta toxin - PF06414
PF04955,40,81,-3.1150982780048873,5.373457530282299e-58,9.329253993158281e-58,HupE / UreJ protein,HupE / UreJ protein - PF04955
K24873,41,83,-3.115337173193046,2.1858562932422894e-59,2.8990382194272736e-59,heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30],heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30] - K24873
K05365,72,144,-3.115775378560829,1.2563970880769038e-101,2.2100585237404758e-101,penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4],penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4] - K05365
PF07969,403,744,-3.116384413192877,0,0,Amidohydrolase family,Amidohydrolase family - PF07969
PF12391,47,95,-3.11677185563332,9.872858375319844e-68,1.904871262945847e-67,"Protocatechuate 3,4-dioxygenase beta subunit N terminal","Protocatechuate 3,4-dioxygenase beta subunit N terminal - PF12391"
K01193,49,99,-3.117250583360293,1.6295633599482142e-70,2.3177657786482978e-70,beta-fructofuranosidase [EC:3.2.1.26],beta-fructofuranosidase [EC:3.2.1.26] - K01193
PF00950,78,156,-3.1177452187803283,5.399723187647278e-110,1.520431147261167e-109,ABC 3 transport family,ABC 3 transport family - PF00950
K12638,52,105,-3.117969144863372,1.0909313243500294e-74,1.5988832520763674e-74,3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147],3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147] - K12638
K02798,54,109,-3.118448499458591,1.7965195459177777e-77,2.678466771645201e-77,mannitol PTS system EIIA component [EC:2.7.1.197],mannitol PTS system EIIA component [EC:2.7.1.197] - K02798
PF01738,324,610,-3.118470137095227,0,0,Dienelactone hydrolase family,Dienelactone hydrolase family - PF01738
K12137,55,111,-3.1186882709534376,7.287615851736472e-79,1.097965709551632e-78,hydrogenase-4 component B [EC:1.-.-.-],hydrogenase-4 component B [EC:1.-.-.-] - K12137
PF09397,81,162,-3.1187021720435113,3.523714640355081e-114,1.0270500764799063e-113,Ftsk gamma domain,Ftsk gamma domain - PF09397
K12901,125,247,-3.1191197566294195,5.7142444004399106e-173,1.331639644364964e-172,phosphonoacetaldehyde reductase,phosphonoacetaldehyde reductase - K12901
K24541,57,115,-3.1191680024243764,1.1982620085452145e-81,1.8527002589670993e-81,tryptamine 5-hydroxylase [EC:1.14.-.-],tryptamine 5-hydroxylase [EC:1.14.-.-] - K24541
K23511,100,199,-3.1193397459308847,8.427562869965073e-140,1.7534372601904894e-139,riboflavin transport system permease protein,riboflavin transport system permease protein - K23511
K19227,179,350,-3.122435514773412,2.4891894046922274e-244,7.671298793045338e-244,cationic peptide transport system permease protein,cationic peptide transport system permease protein - K19227
K07281,95,190,-3.122982493737979,9.92929116980967e-134,2.0083154353153e-133,1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74],1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74] - K07281
K19424,74,149,-3.123255902546144,2.4758450833519105e-105,4.4361474695622066e-105,glycosyltransferase EpsF [EC:2.4.-.-],glycosyltransferase EpsF [EC:2.4.-.-] - K19424
K25271,101,202,-3.1247454250665045,4.062055411241121e-142,8.518749371648046e-142,tyramine oxidase subunit A [EC:1.4.3.-],tyramine oxidase subunit A [EC:1.4.3.-] - K25271
PF02558,179,351,-3.1254097104414993,2.9721977586083994e-245,1.7933546475967043e-244,Ketopantoate reductase PanE/ApbA,Ketopantoate reductase PanE/ApbA - PF02558
PF04962,83,167,-3.125427496618808,6.889447524870326e-118,2.0920505359834988e-117,KduI/IolB family,KduI/IolB family - PF04962
PF01645,84,169,-3.1256691029878874,2.7692939691223975e-119,8.498110819380885e-119,Conserved region in glutamate synthase,Conserved region in glutamate synthase - PF01645
PF13542,84,169,-3.1256691029878874,2.7692939691223975e-119,8.498110819380885e-119,Helix-turn-helix domain of transposase family ISL3,Helix-turn-helix domain of transposase family ISL3 - PF13542
K17953,85,171,-3.12591077318281,1.1127549917203002e-120,2.1326739374417386e-120,cytochrome P450 family 31 subfamily A [EC:1.14.-.-],cytochrome P450 family 31 subfamily A [EC:1.14.-.-] - K17953
K03382,88,177,-3.126636166491739,7.203748253531194e-125,1.4004802505312196e-124,hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43],hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43] - K03382
PF05534,43,88,-3.127239442951186,4.3814348151460616e-63,8.001629776402752e-63,HicB family,HicB family - PF05534
PF03597,39,80,-3.1274065435514338,1.6006610793872944e-57,2.7686788439439203e-57,Cytochrome oxidase maturation protein cbb3-type,Cytochrome oxidase maturation protein cbb3-type - PF03597
TIGR00847.1,39,80,-3.1274065435514338,1.6006610793872944e-57,4.069559532139212e-57,cbb3-type cytochrome oxidase assembly protein CcoS,cbb3-type cytochrome oxidase assembly protein CcoS - TIGR00847.1
K01222,51,104,-3.127424052062933,3.254891879371573e-74,4.756492130695313e-74,6-phospho-beta-glucosidase [EC:3.2.1.86],6-phospho-beta-glucosidase [EC:3.2.1.86] - K01222
TIGR02847.1,52,106,-3.1274839613587955,1.321212098795338e-75,4.904853764996852e-75,cytochrome o ubiquinol oxidase subunit IV,cytochrome o ubiquinol oxidase subunit IV - TIGR02847.1
K07406,53,108,-3.1275505586564982,5.3616943829810015e-77,7.958318159445423e-77,alpha-galactosidase [EC:3.2.1.22],alpha-galactosidase [EC:3.2.1.22] - K07406
K25875,37,76,-3.1275785445763473,9.667741666696534e-55,1.2385789272657007e-54,putative colanic acid biosynthesis glycosyltransferase WcaA,putative colanic acid biosynthesis glycosyltransferase WcaA - K25875
PF01943,111,222,-3.127615312018161,4.1236041838458e-156,1.6346642524016712e-155,Polysaccharide biosynthesis protein,Polysaccharide biosynthesis protein - PF01943
PF00359,56,114,-3.1277870068161397,3.5778669406896514e-81,8.007114550310269e-81,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2 - PF00359"
K19190,35,72,-3.127822471589355,5.837332452201751e-52,7.304687886213484e-52,nicotine blue oxidoreductase [EC:1.1.1.328],nicotine blue oxidoreductase [EC:1.1.1.328] - K19190
K01619,33,68,-3.1281508817069614,3.523992844616951e-49,4.3234091538073714e-49,deoxyribose-phosphate aldolase [EC:4.1.2.4],deoxyribose-phosphate aldolase [EC:4.1.2.4] - K01619
K15240,33,68,-3.1281508817069614,3.523992844616951e-49,4.3234091538073714e-49,"hydroquinone 1,2-dioxygenase [EC:1.13.11.66]","hydroquinone 1,2-dioxygenase [EC:1.13.11.66] - K15240"
K14580,33,68,-3.1281508817069614,3.523992844616951e-49,4.3234091538073714e-49,"naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]","naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24] - K14580"
K09590,66,134,-3.128890465482503,4.234314440726587e-95,7.156748808355973e-95,brassinosteroid 6-oxygenase [EC:1.14.14.179],brassinosteroid 6-oxygenase [EC:1.14.14.179] - K09590
K10717,70,142,-3.1294356882632304,1.1280890937950594e-100,1.9712038317256307e-100,cytokinin trans-hydroxylase,cytokinin trans-hydroxylase - K10717
TIGR00787.1,138,275,-3.1313351581290494,4.67852469993451e-193,6.8864600407807966e-192,DctP family TRAP transporter solute-binding subunit,DctP family TRAP transporter solute-binding subunit - TIGR00787.1
PF01522,248,483,-3.1358214521281176,0,0,Polysaccharide deacetylase,Polysaccharide deacetylase - PF01522
