Accession	Name
NF042538.2	ABC-three component system protein
NF042539.2	Methylase-associated X1
NF042542.2	CxC ATPase DNA modification system associated small protein
NF042543.2	DNA modification system-associated small protein
NF042547.2	DUF6615 family protein
NF042572.2	ABC-ATPase domain-containing protein
NF042587.2	type I phosphomannose isomerase catalytic subunit
NF042598.2	DUF6765 family protein
NF042609.2	UPF0758 domain-containing protein
NF042610.2	DUF6789 family protein
NF042613.2	DUF6796 family protein
NF042614.2	DUF6798 domain-containing protein
NF042617.2	SHOCT domain-containing protein
NF042619.2	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
NF042625.2	DUF6541 family protein
NF042629.2	DUF6550 family protein
NF042637.2	DUF6569 family protein
NF042646.2	DUF6603 domain-containing protein
NF042648.2	N,N-dimethylformamidase beta subunit family domain-containing protein
NF042649.2	molybdopterin cofactor-binding domain-containing protein
NF042652.2	SBDS family ribosome assembly factor
NF042656.2	ABC-three component system protein
NF042658.2	ABC-three component system protein
NF042664.2	tetratricopeptide repeat-containing protein
NF042666.2	DUF6612 family protein
NF042682.2	DUF6537 domain-containing protein
NF042686.2	DUF6552 family protein
NF042688.2	DUF6557 family protein
NF042690.2	DUF6575 domain-containing protein
NF042699.2	DUF6602 domain-containing protein
NF042701.2	SAM hydroxide adenosyltransferase
NF042704.2	cyclic-phosphate processing receiver domain-containing protein
NF042705.2	ABC-three component system protein
NF042706.2	family B DNA polymerase
NF042709.2	ABC-three component system middle component 8
NF042711.2	STING domain-containing protein
NF042714.2	pYEATS domain-containing protein
NF042715.2	DUF6609 family protein
NF042734.2	alpha/beta family hydrolase
NF042742.2	Lon-insertion domain-containing protein
NF042755.2	DUF6677 family protein
NF042757.2	DUF6684 family protein
NF042760.2	carbonic anhydrase
NF042761.2	DUF6691 family protein
NF042769.2	BD-FAE
NF042777.2	type IIL restriction-modification enzyme MmeI
NF042779.2	TOPRIM nucleotidyl transferase/hydrolase domain-containing protein
NF042780.2	DUF6716 putative glycosyltransferase
NF042782.2	TMEM128 family protein
NF042789.2	homogentisate 1,2-dioxygenase
NF042798.2	DUF6760 family protein
NF042800.2	DnaT-like ssDNA-binding protein
NF042802.2	DUF6773 family protein
NF042804.2	DUF6775 family putative metallopeptidase
NF042809.2	hydrolase
NF042810.2	DUF6803 family protein
NF042811.2	DUF6713 family protein
NF042813.2	type IIL restriction-modification enzyme MmeI
NF042814.2	DNA methyltransferase
NF042818.2	hydrogen gas-evolving membrane-bound hydrogenase subunit E
NF042819.2	DUF6731 family protein
NF042824.2	DUF6745 domain-containing protein
NF042826.2	DUF6754 domain-containing protein
NF042830.2	O-methyltransferase
NF042831.2	DUF6766 family protein
NF042834.2	DUF6782 family putative metallopeptidase
NF042835.2	HTH domain-containing protein
NF042838.2	DUF6785 family protein
NF042840.2	DUF6788 family protein
NF042842.2	DUF6790 family protein
NF042843.2	DUF6791 domain-containing protein
NF042844.2	DUF6794 domain-containing protein
NF042846.2	collagen-binding domain-containing protein
NF042851.2	HipA family kinase
NF042861.2	antitoxin Xre-like helix-turn-helix domain-containing protein
NF042862.2	Lon-like protease helical domain-containing protein
NF042863.2	terminase TerL endonuclease subunit
NF042864.2	anti-phage BREX system Lon protease BrxL
NF042869.2	prephenate dehydrogenase dimerization domain-containing protein
NF042870.2	type IIL restriction-modification enzyme MmeI
NF042871.2	type IIL restriction-modification enzyme MmeI
NF042872.2	HTH domain-containing protein
NF042873.2	PD-(D/E)XK nuclease superfamily protein
NF042889.2	DUF6744 family protein
NF042892.2	DUF6752 domain-containing protein
NF042900.2	pectate lyase-like adhesive domain-containing protein
NF042903.2	ribbon-helix-helix domain-containing protein
NF042945.1	DUF4297 family anti-phage-associated protein
NF042961.1	anti-phage-associated DUF3780 domain-containing protein
NF042962.1	anti-phage-associated DUF499 domain-containing protein
NF042963.1	anti-phage-associated DUF1156 domain-containing protein
NF042964.1	phospholipase D-like domain-containing anti-phage protein
NF042973.1	ADP-polyphosphate phosphotransferase
NF043002.1	cis-3-hydroxy-L-proline dehydratase
NF043039.1	HgcAB-like fusion protein
NF043040.1	corrinoid protein-associated methyltransferase CpaM
NF043068.1	trans-4-hydroxy-L-proline dehydratase
NF044283.1	3-octaprenyl-4-hydroxybenzoate carboxy-lyase C-terminal domain
NF044284.1	PIN domain associated with the TPR-GreAB-C-PIN system
NF044287.1	Novel STAND NTPase 1
NF044290.1	Cyanobacterial TRADD-N associated 2-Transmembrane domain
NF044296.1	NgoFVII C-terminal B3-like DNA-binding domain
NF044297.1	Beta-L-arabinofuranosidase, GH127 middle domain
NF044298.1	Glycoside hydrolase family 127 C-terminal domain
NF044313.1	Acyl-ACP thioesterase C-terminal domain
NF044352.1	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain
NF044358.1	GxGYxYP_N second domain
NF044374.1	Domain of unknown function (DUF4438), C-terminal
NF044377.1	Tubulin-like CetZ, C-terminal
NF044381.1	Cellulose-binding protein Sde0182, C-terminal domain
NF044405.1	Archaeal MCM, winged-helix
NF044411.1	NOL1/NOP2/Sun domain family member 5, ferredoxin-like domain
NF044418.1	Periplasmic copper-binding protein CueP
NF044428.1	FkbH, N-terminal domain
NF044433.1	Protein adenylyltransferase SoFic-like, C-terminal domain
NF044439.1	Archaeal helicase, domain 4
NF044440.1	Cyanate hydratase, N-terminal
NF044447.1	Isoamylase, C-terminal
NF044450.1	PcRGLX-like protein central beta sandwich domain
NF044456.1	Glycosyl hydrolase family 31 C-terminal domain
NF044472.1	Pyrogallol hydroxytransferase large subunit-like, domain 1
NF044474.1	56B-like, Ribbon-helix-helix
NF044477.1	Ppx/GppA phosphatase, domain III
NF044478.1	Deoxynucleotide monophosphate kinase
NF044504.1	Prokaryotic cation-chloride cotransporter, C-terminal domain, 2nd
NF044507.1	Arginine dihydrolase ArgZ-like, C-terminal, Rossmann fold
NF044525.1	A9CJY8-like, N-terminal domain
NF044533.1	Integron cassette protein
NF044548.1	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain, central
NF044549.1	CggR N-terminal DNA binding domain
NF044550.1	Probable addiction module antidote protein
NF044553.1	glycine-rich domain-containing protein
NF044561.1	UPF0150-like
NF044568.1	TetR/AcrR family transcriptional repressors, C-terminal domain
NF044570.1	DUF6876 family protein
NF044575.1	putative immunity protein
NF044592.1	Prealbumin-like fold domain
NF044593.1	Herpesvirus Envelope glycoprotein GP350 C-terminal
NF044598.1	Pol beta superfamily nucleotidyltransferase in conflict systems
NF044599.1	Novel STAND NTPase 2
NF044606.1	YetF N-terminal transmembrane domain
NF044615.1	Domain of unknown function (DUF6839)
NF044616.1	All-beta domain in DNA topoisomerase VI alpha subunit
NF044618.1	Immune inhibitor A-like, MAM domain
NF044634.1	T4 RNA ligase 1, C-terminal domain
NF044641.1	Putative testis-expressed protein 13C, zinc finger domain
NF044655.1	Anamorsin, N-terminal
NF044666.1	GxGYxYP third domain
NF044671.1	tRNA synthetases class I (E and Q), anti-codon binding domain
NF044673.1	PT26-6P, helical domain
NF044675.1	Endonuclease NucS N-terminal PH-like domain
NF044697.1	MvdC/MvdD family ATP grasp protein
NF044708.1	Lactate racemase C-terminal domain
NF044710.1	MRB1590 C-terminal domain
NF044715.1	Oxidoreductase DRL, catalytic domain
NF044716.1	Helicase SMUBP-2/HCS1, 1B domain
NF044721.1	Isoamylase 1-3, C-terminal
NF044723.1	Topoisomerase 6 subunit A/Spo11, Toprim domain
NF044732.1	Metallo-beta-lactamase-like, C-terminal domain
NF044734.1	Beta-xylosidase (XylC) insertion beta sandwich domain
NF044739.1	Pus10, C-terminal
NF044742.1	PurT, C-terminal
NF044744.1	GyrB, hook
NF044745.1	Glycosyl hydrolase 109, C-terminal domain
NF044746.1	Beta-agarase/YXIM esterase-like, galactose-binding domain-like
NF044749.1	RRP4, S1 domain
NF044759.1	Apoptotic protease-activating factor 1-like, winged-helix domain
NF044761.1	Tetracyclin repressor-like, C-terminal domain
NF044766.1	Rv2258c-like winged HTH domain
NF044772.1	SoxA/TsdA, cytochrome c domain
NF044773.1	Alpha-aminoadipate carrier protein LysW-like, globular domain
NF044774.1	CRISPR-associated protein Cas6, N-terminal
NF044799.1	STT3/PglB/AglB core domain
NF044805.1	Single-stranded DNA binding protein Ssb-like, OB fold
NF044806.1	Glycine dehydrogenase, C-terminal domain
NF044815.1	Archaeal actin homologue MreB-like, C-terminal
NF044825.1	Methionyl-tRNA formyltransferase, C-terminal domain
NF044849.1	FAD-dependent protein
NF044853.1	GLGE, C-terminal
NF044854.1	DNApol eta/Rev1, HhH motif
NF044864.1	Bacterial proteasome assembling chaperone-like protein
NF044870.1	YNCE-like beta-propeller
NF044873.1	Putative 8-oxoguanine DNA glycosylase OGG-like protein
NF044878.1	DUF6882 domain-containing protein
NF044879.1	Family of unknown function (DUF6885)
NF044896.1	YobI-like P-loop NTPase
NF044909.1	NTF2-like protein (DUF6841)
NF044910.1	PaaX protein central Cas2-like domain
NF044913.1	GIY-YIG nuclease family protein
NF044937.1	Protein of unknown function DUF917, C-terminal
NF044942.1	Domain of unknown function DUF1846, C-terminal
NF044944.1	PsbP, C-terminal
NF044949.1	Vitamin uptake-like sensor
NF044952.1	Arginosuccinate synthase C-terminal domain
NF044955.1	Predicted membrane protein (DUF2207) C-terminal domain
NF044960.1	Ribosomal RNA large subunit methyltransferase N-terminal domain
NF044969.1	Glutamate dehydrogenase, C-terminal
NF044972.1	Mechanosensitive ion channel MscS, C-terminal
NF044984.1	MCM4, winged helix domain
NF045002.1	PHA02142 OB-fold domain
NF045006.1	Putative ATP-dependent RNA helicase, helical bundle
NF045016.1	Fic family protein
NF045022.1	Type VI secretion system spike protein VgrG3-like, C-terminal
NF045027.1	polysaccharide lyase
NF045029.1	Grass antifreeze beta roll
NF045041.1	DUF3108-like
NF045042.1	Rhamnogalacturonan lyase family 11, C-terminal domain
NF045043.1	rubredoxin-like domain-containing protein
NF045046.1	PylC-like, N-terminal domain
NF045058.1	Shedu protein SduA, N-terminal
NF045064.1	ADDB, N-terminal
NF045075.1	Translation initiation factor 5A-like, N-terminal
NF045090.1	T7SS, ESX-1 secretion system protein EccA1, N-terminal domain
NF045092.1	Prokaryotic cation-chloride cotransporter, C-terminal domain, 1st
NF045098.1	Arginine dihydrolase ArgZ-like, C-terminal, first region
NF045119.1	cyclic GMP-AMP synthase DncV-like nucleotidyltransferase
NF045129.1	tRNA modifying enzyme MnmG/GidA C-terminal helical domain
NF045135.1	Galactocerebrosidase, C-terminal lectin domain
NF045136.1	Dynactin subunit 5
NF045152.1	Virion DNA-directed RNA polymerase domain
NF045161.1	rod-determining factor RdfA
NF045163.1	DUF6884 domain-containing protein
NF045168.1	Dyp-type peroxidase, C-terminal
NF045169.1	D-galactarate/Altronate dehydratase, C-terminal
NF045191.1	3-octaprenyl-4-hydroxybenzoate carboxy-lyase N-terminal domain
NF045194.1	Family 4 Glycosyltransferase in conflict systems
NF045198.1	Novel STAND NTPase 3
NF045201.1	Exo-beta-N-acetylmuramidase NamZ, C-terminal
NF045212.1	Protein of unknown function (DUF447)
NF045213.1	TACO1/YebC protein N-terminal domain
NF045214.1	Immune inhibitor A-like metallopeptidase, VEG domain
NF045246.1	Bacteriophage Sf6, terminase small subunit-like
NF045247.1	spore photoproduct lyase family protein
NF045254.1	DUF2264 C-terminal domain
NF045255.1	Selenoprotein methionine sulfoxide reductase A, helical domain
NF045261.1	MASE6
NF045268.1	Nitrile hydratase beta subunit, N-terminal
NF045285.1	Glutamate dehydrogenase, helical motif 2
NF045289.1	Mechanosensitive ion channel, transmembrane helices 2/3
NF045293.1	MCM protein C-terminal winged helix-turn-helix domain
NF045305.1	ETF-QO, ubiquinone-binding
NF045333.1	Trehalose synthase, N-terminal domain
NF045341.1	glycoside hydrolase family 95-like protein
NF045349.1	Sliding-clamp-loader large subunit, AAA+ ATPase lid domain
NF045351.1	PcRGLX-like protein C-terminal alpha/alpha toroid domain
NF045356.1	WsaF, N-terminal domain
NF045365.1	Microtubule-associated protein 6
NF045370.1	Archaeal selenocysteine-specific elongation factor, domain III
NF045375.1	Pyrrolysine biosynthesis protein PylD, N-terminal domain
NF045426.1	Fatty acid kinase subunit A-like, middle domain
NF045432.1	LigD, primase-polymerase domain
NF045434.1	Iron-only hydrogenase system regulator, putative
NF045442.1	DUF6864 domain-containing function
NF045446.1	Probable sensor domain DACNH
NF045447.1	Probable sensor domain DACNG
NF045451.1	Protein translocase subunit SecDF, P1 domain, N-terminal
NF045452.1	AF_1763-like, C-terminal domain
NF045455.1	4-fold beta flower protein
NF045456.1	Monodehydroascorbate reductase 3-like, C-terminal domain
NF045460.1	Mur ligase MurD-like, N-terminal domain
NF045461.1	KRR1 small subunit processome component, second KH domain
NF045464.1	DUF6883 domain-containing protein
NF045465.1	PdeA-like PAS domain
NF045470.1	nickel ABC transporter permease
NF045474.1	nickel transporter permease
NF045477.1	LPO_1073/Vpar_1526 family protein
NF045478.1	XF1762 family protein
NF045496.1	formamidase
NF045502.1	radical SAM protein
NF045510.1	4-Cys prefix domain-containing protein
NF045515.1	gephyrin-like molybdotransferase Glp
NF045539.1	MATE family Na+-driven efflux transporter
NF045579.1	glycosylhydrolase-like jelly roll fold domain-containing protein
NF045580.1	symporter small accessory protein
NF045596.1	CD3073 family putative ECF transporter S component
NF045597.1	CD3072 family TudS-related putative desulfidase
NF045646.2	radical SAM (seleno)protein TrsS
NF045662.1	DVU0298 family protein
NF045702.1	tetraether lipid synthase Tes
NF045718.1	two-CW domain-containing protein
NF045728.1	F510_1955 family glycosylhydrolase
NF045767.1	rubrerythrin
NF045768.1	rubredoxin
NF045778.1	gas vesicle protein GvpL
NF045780.1	TrlF family AAA-like ATPase
NF045781.1	Spaf_1101 family AAA-like ATPase
NF045796.1	sulfate reduction electron transfer complex DsrMKJOP subunit DsrK
NF045797.1	sulfate reduction electron transfer complex DsrMKJOP subunit DsrO
NF045798.1	sulfate reduction electron transfer complex DsrMKJOP subunit DsrP
TIGR00003.1	copper ion binding protein
TIGR00004.1	Rid family detoxifying hydrolase
TIGR00005.1	RluA family pseudouridine synthase
TIGR00007.1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
TIGR00010.1	YchF/TatD family DNA exonuclease
TIGR00011.1	Cys-tRNA(Pro) deacylase
TIGR00012.1	50S ribosomal protein L29
TIGR00013.1	2-hydroxymuconate tautomerase family protein
TIGR00016.1	acetate/propionate family kinase
TIGR00021.1	ribose 5-phosphate isomerase A
TIGR00027.1	SAM-dependent methyltransferase
TIGR00031.1	UDP-galactopyranose mutase
TIGR00032.1	argininosuccinate synthase
TIGR00033.1	chorismate synthase
TIGR00035.1	amino acid racemase
TIGR00036.1	4-hydroxy-tetrahydrodipicolinate reductase
TIGR00037.1	translation initiation factor IF-5A
TIGR00040.1	YfcE family phosphodiesterase
TIGR00041.1	dTMP kinase
TIGR00042.1	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
TIGR00044.1	YggS family pyridoxal phosphate-dependent enzyme
TIGR00048.1	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
TIGR00049.1	iron-sulfur cluster assembly accessory protein
TIGR00050.1	TrmJ/YjtD family RNA methyltransferase
TIGR00051.1	YbgC/FadM family acyl-CoA thioesterase
TIGR00055.1	polyprenyl diphosphate synthase
TIGR00057.1	L-threonylcarbamoyladenylate synthase
TIGR00063.1	GTP cyclohydrolase I FolE
TIGR00064.1	signal recognition particle-docking protein FtsY
TIGR00065.1	cell division protein FtsZ
TIGR00066.1	gamma-glutamyltransferase
TIGR00067.1	glutamate racemase
TIGR00069.1	histidinol dehydrogenase
TIGR00070.1	ATP phosphoribosyltransferase
TIGR00071.1	tRNA pseudouridine(38-40) synthase TruA
TIGR00072.1	hydrogenase maturation protease
TIGR00073.1	hydrogenase nickel incorporation protein HypB
TIGR00074.1	HypC/HybG/HupF family hydrogenase formation chaperone
TIGR00075.1	hydrogenase formation protein HypD
TIGR00078.1	carboxylating nicotinate-nucleotide diphosphorylase
TIGR00079.1	peptide deformylase
TIGR00080.1	protein-L-isoaspartate O-methyltransferase
TIGR00081.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase
TIGR00084.2	Holliday junction branch migration protein RuvA
TIGR00087.1	5'/3'-nucleotidase SurE
TIGR00089.1	MiaB/RimO family radical SAM methylthiotransferase
TIGR00091.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB
TIGR00094.1	tRNA pseudouridine(13) synthase TruD
TIGR00097.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
TIGR00100.1	hydrogenase maturation nickel metallochaperone HypA
